contract_uid,contract_type,dataset,contract_basename,pdf_path,is_pdf_renamed,txt_path,is_txt_matched,is_txt_renamed,raw_html_path,is_raw_html_matched,is_raw_html_renamed,processed_html_path,ocr_results_path,pipeline_results_path,pipeline_results_csv_path,pipeline_results_json_path,processing_status
ct_244,Maintenance,cuad,NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Maintenance/ct_244.PDF,True,CUAD_v1/full_contract_txt/ct_244.txt,True,True,,False,False,,,,,,
ct_245,Maintenance,cuad,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,CUAD_v1/full_contract_pdf/Part_II/Maintenance/ct_245.PDF,True,CUAD_v1/full_contract_txt/ct_245.txt,True,True,,False,False,,,,,,
ct_246,Maintenance,cuad,"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_II/Maintenance/ct_246.PDF,True,CUAD_v1/full_contract_txt/ct_246.txt,True,True,,False,False,,,,,,
ct_247,Outsourcing,cuad,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Outsourcing/ct_247.PDF,True,CUAD_v1/full_contract_txt/ct_247.txt,True,True,CUAD_v1/contract_raw_html/ct_247.htm,True,True,,../data/CUAD_v1/contract_ocr_results/ct_247_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_247/ct_247_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_247/ct_247.json,True
ct_248,Outsourcing,cuad,BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Outsourcing/ct_248.PDF,True,CUAD_v1/full_contract_txt/ct_248.txt,True,True,,False,False,,,,,,
ct_249,Outsourcing,cuad,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Outsourcing/ct_249.PDF,True,CUAD_v1/full_contract_txt/ct_249.txt,True,True,,False,False,,,,,,
ct_25,Co_Branding,cuad,PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,CUAD_v1/full_contract_pdf/Part_I/Co_Branding/ct_25.pdf,True,CUAD_v1/full_contract_txt/ct_25.txt,True,True,,False,False,,,,,,
ct_250,Outsourcing,cuad,SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Outsourcing/ct_250.PDF,True,CUAD_v1/full_contract_txt/ct_250.txt,True,True,,False,False,,,,,,
ct_251,Outsourcing,cuad,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Outsourcing/ct_251.PDF,True,CUAD_v1/full_contract_txt/ct_251.txt,True,True,,False,False,,,,,,
ct_252,Promotion,cuad,"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC.",CUAD_v1/full_contract_pdf/Part_II/Promotion/ct_252.PDF,True,CUAD_v1/full_contract_txt/ct_252.txt,True,True,,False,False,,,,,,
ct_253,Promotion,cuad,GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement,CUAD_v1/full_contract_pdf/Part_II/Promotion/ct_253.PDF,True,CUAD_v1/full_contract_txt/ct_253.txt,True,True,,False,False,,,,,,
ct_254,Promotion,cuad,IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Promotion/ct_254.PDF,True,CUAD_v1/full_contract_txt/ct_254.txt,True,True,CUAD_v1/contract_raw_html/ct_254.htm,True,True,,../data/CUAD_v1/contract_ocr_results/ct_254_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_254/ct_254_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_254/ct_254.json,True
ct_255,Promotion,cuad,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",CUAD_v1/full_contract_pdf/Part_II/Promotion/ct_255.PDF,True,CUAD_v1/full_contract_txt/ct_255.txt,True,True,,False,False,,,,,,
ct_256,Promotion,cuad,ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Promotion/ct_256.PDF,True,CUAD_v1/full_contract_txt/ct_256.txt,True,True,,False,False,,,,,,
ct_257,Promotion,cuad,"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",CUAD_v1/full_contract_pdf/Part_II/Promotion/ct_257.PDF,True,CUAD_v1/full_contract_txt/ct_257.txt,True,True,,False,False,,,,,,
ct_258,Reseller,cuad,ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement,CUAD_v1/full_contract_pdf/Part_II/Reseller/ct_258.PDF,True,CUAD_v1/full_contract_txt/ct_258.txt,True,True,,False,False,,,,,,
ct_259,Reseller,cuad,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Reseller/ct_259.PDF,True,CUAD_v1/full_contract_txt/ct_259.txt,True,True,,False,False,,,,,,
ct_26,Co_Branding,cuad,PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3,CUAD_v1/full_contract_pdf/Part_I/Co_Branding/ct_26.pdf,True,CUAD_v1/full_contract_txt/ct_26.txt,True,True,,False,False,,,,,,
ct_260,Reseller,cuad,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum,CUAD_v1/full_contract_pdf/Part_II/Reseller/ct_260.PDF,True,CUAD_v1/full_contract_txt/ct_260.txt,True,True,,False,False,,,,,,
ct_261,Reseller,cuad,"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT",CUAD_v1/full_contract_pdf/Part_II/Reseller/ct_261.PDF,True,CUAD_v1/full_contract_txt/ct_261.txt,True,True,,False,False,,,,,,
ct_262,Service,cuad,AULAMERICANUNITTRUST_04_24_2020-EX-99.8.77-SERVICING AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Service/ct_262.PDF,True,CUAD_v1/full_contract_txt/ct_262.txt,True,True,,False,False,,,,,,
ct_263,Service,cuad,BLACKSTONEGSOLONG-SHORTCREDITINCOMEFUND_05_11_2020-EX-99.(K)(1)-SERVICE AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Service/ct_263.PDF,True,CUAD_v1/full_contract_txt/ct_263.txt,True,True,,False,False,,,,,,
ct_264,Service,cuad,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Service/ct_264.PDF,True,CUAD_v1/full_contract_txt/ct_264.txt,True,True,,False,False,,,,,,
ct_265,Service,cuad,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Service/ct_265.pdf,True,CUAD_v1/full_contract_txt/ct_265.txt,True,True,,False,False,,,,,,
ct_266,Service,cuad,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,CUAD_v1/full_contract_pdf/Part_II/Service/ct_266.pdf,True,CUAD_v1/full_contract_txt/ct_266.txt,True,True,,False,False,,,,,,
ct_267,Service,cuad,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF,CUAD_v1/full_contract_pdf/Part_II/Service/ct_267.pdf,True,CUAD_v1/full_contract_txt/ct_267.txt,True,True,,False,False,,,,,,
ct_268,Service,cuad,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT,CUAD_v1/full_contract_pdf/Part_II/Service/ct_268.pdf,True,CUAD_v1/full_contract_txt/ct_268.txt,True,True,,False,False,,,,,,
ct_269,Service,cuad,"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1",CUAD_v1/full_contract_pdf/Part_II/Service/ct_269.pdf,True,CUAD_v1/full_contract_txt/ct_269.txt,True,True,,False,False,,,,,,
ct_27,Co_Branding,cuad,RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,CUAD_v1/full_contract_pdf/Part_I/Co_Branding/ct_27.pdf,True,CUAD_v1/full_contract_txt/ct_27.txt,True,True,,False,False,,,,,,
ct_270,Service,cuad,"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2",CUAD_v1/full_contract_pdf/Part_II/Service/ct_270.pdf,True,CUAD_v1/full_contract_txt/ct_270.txt,True,True,,False,False,,,,,,
ct_271,Service,cuad,"PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement",CUAD_v1/full_contract_pdf/Part_II/Service/ct_271.PDF,True,CUAD_v1/full_contract_txt/ct_271.txt,True,True,,False,False,,,,,,
ct_272,Sponsorship,cuad,"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",CUAD_v1/full_contract_pdf/Part_II/Sponsorship/ct_272.PDF,True,CUAD_v1/full_contract_txt/ct_272.txt,True,True,,False,False,,,,,,
ct_273,Sponsorship,cuad,GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Sponsorship/ct_273.PDF,True,CUAD_v1/full_contract_txt/ct_273.txt,True,True,,False,False,,,,,,
ct_274,Sponsorship,cuad,"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT",CUAD_v1/full_contract_pdf/Part_II/Sponsorship/ct_274.PDF,True,CUAD_v1/full_contract_txt/ct_274.txt,True,True,,False,False,,,,,,
ct_275,Sponsorship,cuad,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Sponsorship/ct_275.PDF,True,CUAD_v1/full_contract_txt/ct_275.txt,True,True,,False,False,,,,,,
ct_276,Sponsorship,cuad,VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Sponsorship/ct_276.PDF,True,CUAD_v1/full_contract_txt/ct_276.txt,True,True,,False,False,,,,,,
ct_277,Sponsorship,cuad,XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Sponsorship/ct_277.PDF,True,CUAD_v1/full_contract_txt/ct_277.txt,True,True,,False,False,,,,,,
ct_278,Supply,cuad,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement",CUAD_v1/full_contract_pdf/Part_II/Supply/ct_278.PDF,True,CUAD_v1/full_contract_txt/ct_278.txt,True,True,,False,False,,,,,,
ct_279,Supply,cuad,FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Supply/ct_279.PDF,True,CUAD_v1/full_contract_txt/ct_279.txt,True,True,,False,False,,,,,,
ct_28,Co_Branding,cuad,RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement,CUAD_v1/full_contract_pdf/Part_I/Co_Branding/ct_28.pdf,True,CUAD_v1/full_contract_txt/ct_28.txt,True,True,,False,False,,,,,,
ct_280,Supply,cuad,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",CUAD_v1/full_contract_pdf/Part_II/Supply/ct_280.PDF,True,CUAD_v1/full_contract_txt/ct_280.txt,True,True,,False,False,,,,,,
ct_281,Supply,cuad,MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Supply/ct_281.PDF,True,CUAD_v1/full_contract_txt/ct_281.txt,True,True,,False,False,,,,,,
ct_282,Supply,cuad,PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Supply/ct_282.PDF,True,CUAD_v1/full_contract_txt/ct_282.txt,True,True,,False,False,,,,,,
ct_283,Supply,cuad,SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Supply/ct_283.PDF,True,CUAD_v1/full_contract_txt/ct_283.txt,True,True,,False,False,,,,,,
ct_284,Transportation,cuad,ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Transportation/ct_284.PDF,True,CUAD_v1/full_contract_txt/ct_284.txt,True,True,,False,False,,,,,,
ct_285,Transportation,cuad,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,CUAD_v1/full_contract_pdf/Part_II/Transportation/ct_285.PDF,True,CUAD_v1/full_contract_txt/ct_285.txt,True,True,,False,False,,,,,,
ct_286,Transportation,cuad,DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Transportation/ct_286.PDF,True,CUAD_v1/full_contract_txt/ct_286.txt,True,True,,False,False,,,,,,
ct_287,Transportation,cuad,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,CUAD_v1/full_contract_pdf/Part_II/Transportation/ct_287.PDF,True,CUAD_v1/full_contract_txt/ct_287.txt,True,True,CUAD_v1/contract_raw_html/ct_287.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_287_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_287/ct_287_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_287/ct_287.json,True
ct_288,Transportation,cuad,KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Transportation/ct_288.PDF,True,CUAD_v1/full_contract_txt/ct_288.txt,True,True,,False,False,,,,,,
ct_289,Transportation,cuad,MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT,CUAD_v1/full_contract_pdf/Part_II/Transportation/ct_289.PDF,True,CUAD_v1/full_contract_txt/ct_289.txt,True,True,,False,False,,,,,,
ct_29,Co_Branding,cuad,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,CUAD_v1/full_contract_pdf/Part_I/Co_Branding/ct_29.pdf,True,CUAD_v1/full_contract_txt/ct_29.txt,True,True,,False,False,,,,,,
ct_290,Affiliate Agreement,cuad,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Affiliate Agreement/ct_290.PDF,True,CUAD_v1/full_contract_txt/ct_290.txt,True,True,,False,False,,,,,,
ct_291,Agency Agreements,cuad,AFSALABANCORPINC_08_01_1996-EX-1.1-AGENCY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Agency Agreements/ct_291.PDF,True,CUAD_v1/full_contract_txt/ct_291.txt,True,True,,False,False,,,,,,
ct_292,Agency Agreements,cuad,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Agency Agreements/ct_292.PDF,True,CUAD_v1/full_contract_txt/ct_292.txt,True,True,,False,False,,,,,,
ct_293,Agency Agreements,cuad,ALCOSTORESINC_12_14_2005-EX-10.26-AGENCY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Agency Agreements/ct_293.PDF,True,CUAD_v1/full_contract_txt/ct_293.txt,True,True,,False,False,,,,,,
ct_294,Agency Agreements,cuad,ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Agency Agreements/ct_294.PDF,True,CUAD_v1/full_contract_txt/ct_294.txt,True,True,,False,False,,,,,,
ct_295,Agency Agreements,cuad,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Agency Agreements/ct_295.PDF,True,CUAD_v1/full_contract_txt/ct_295.txt,True,True,,False,False,,,,,,
ct_296,Agency Agreements,cuad,BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Agency Agreements/ct_296.PDF,True,CUAD_v1/full_contract_txt/ct_296.txt,True,True,,False,False,,,,,,
ct_297,Agency Agreements,cuad,BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Agency Agreements/ct_297.PDF,True,CUAD_v1/full_contract_txt/ct_297.txt,True,True,,False,False,,,,,,
ct_298,Agency Agreements,cuad,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Agency Agreements/ct_298.PDF,True,CUAD_v1/full_contract_txt/ct_298.txt,True,True,,False,False,,,,,,
ct_299,Agency Agreements,cuad,"BLUEROCKRESIDENTIALGROWTHREIT,INC_06_01_2016-EX-1.1-AGENCY AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Agency Agreements/ct_299.PDF,True,CUAD_v1/full_contract_txt/ct_299.txt,True,True,,False,False,,,,,,
ct_3,Affiliate_Agreements,cuad,DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement,CUAD_v1/full_contract_pdf/Part_I/Affiliate_Agreements/ct_3.pdf,True,CUAD_v1/full_contract_txt/ct_3.txt,True,True,,False,False,,,,,,
ct_30,Co_Branding,cuad,TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,CUAD_v1/full_contract_pdf/Part_I/Co_Branding/ct_30.pdf,True,CUAD_v1/full_contract_txt/ct_30.txt,True,True,,False,False,,,,,,
ct_300,Collaboration,cuad,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_300.PDF,True,CUAD_v1/full_contract_txt/ct_300.txt,True,True,,False,False,,,,,,
ct_301,Collaboration,cuad,BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_301.PDF,True,CUAD_v1/full_contract_txt/ct_301.txt,True,True,,False,False,,,,,,
ct_302,Collaboration,cuad,"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_302.PDF,True,CUAD_v1/full_contract_txt/ct_302.txt,True,True,,False,False,,,,,,
ct_303,Collaboration,cuad,"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement",CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_303.PDF,True,CUAD_v1/full_contract_txt/ct_303.txt,True,True,CUAD_v1/contract_raw_html/ct_303.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_303_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_303/ct_303_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_303/ct_303.json,True
ct_304,Collaboration,cuad,CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement,CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_304.PDF,True,CUAD_v1/full_contract_txt/ct_304.txt,True,True,,False,False,,,,,,
ct_305,Collaboration,cuad,"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_305.PDF,True,CUAD_v1/full_contract_txt/ct_305.txt,True,True,,False,False,,,,,,
ct_306,Collaboration,cuad,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_306.PDF,True,CUAD_v1/full_contract_txt/ct_306.txt,True,True,CUAD_v1/contract_raw_html/ct_306.htm,True,True,,../data/CUAD_v1/contract_ocr_results/ct_306_ocr_results.json,,,,True
ct_307,Collaboration,cuad,"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement",CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_307.PDF,True,CUAD_v1/full_contract_txt/ct_307.txt,True,True,CUAD_v1/contract_raw_html/ct_307.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_307_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_307/ct_307_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_307/ct_307.json,True
ct_308,Collaboration,cuad,"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_308.PDF,True,CUAD_v1/full_contract_txt/ct_308.txt,True,True,,False,False,,,,,,
ct_309,Collaboration,cuad,HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_309.PDF,True,CUAD_v1/full_contract_txt/ct_309.txt,True,True,CUAD_v1/contract_raw_html/ct_309.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_309_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_309/ct_309_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_309/ct_309.json,True
ct_31,Co_Branding,cuad,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,CUAD_v1/full_contract_pdf/Part_I/Co_Branding/ct_31.pdf,True,CUAD_v1/full_contract_txt/ct_31.txt,True,True,,False,False,,,,,,
ct_310,Collaboration,cuad,LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_310.PDF,True,CUAD_v1/full_contract_txt/ct_310.txt,True,True,,False,False,,,,,,
ct_311,Collaboration,cuad,"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_311.PDF,True,CUAD_v1/full_contract_txt/ct_311.txt,True,True,,False,False,,,,,,
ct_312,Collaboration,cuad,QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_312.PDF,True,CUAD_v1/full_contract_txt/ct_312.txt,True,True,,False,False,,,,,,
ct_313,Collaboration,cuad,"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1",CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_313.PDF,True,CUAD_v1/full_contract_txt/ct_313.txt,True,True,,False,False,,,,,,
ct_314,Collaboration,cuad,"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_314.PDF,True,CUAD_v1/full_contract_txt/ct_314.txt,True,True,,False,False,,,,,,
ct_315,Collaboration,cuad,STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_315.PDF,True,CUAD_v1/full_contract_txt/ct_315.txt,True,True,,False,False,,,,,,
ct_316,Collaboration,cuad,URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Collaboration/ct_316.PDF,True,CUAD_v1/full_contract_txt/ct_316.txt,True,True,,False,False,,,,,,
ct_317,Development,cuad,"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Development/ct_317.PDF,True,CUAD_v1/full_contract_txt/ct_317.txt,True,True,,False,False,,,,,,
ct_318,Development,cuad,Microgenics Corporation - Collaborative Development and Commercialization Agreement,CUAD_v1/full_contract_pdf/Part_III/Development/ct_318.PDF,True,CUAD_v1/full_contract_txt/ct_318.txt,True,True,,False,False,,,,,,
ct_319,Development,cuad,TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Development/ct_319.PDF,True,CUAD_v1/full_contract_txt/ct_319.txt,True,True,,False,False,,,,,,
ct_32,Development,cuad,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_32.pdf,True,CUAD_v1/full_contract_txt/ct_32.txt,True,True,CUAD_v1/contract_raw_html/ct_32.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_32_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_32/ct_32_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_32/ct_32.json,True
ct_320,Development,cuad,WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Development/ct_320.PDF,True,CUAD_v1/full_contract_txt/ct_320.txt,True,True,,False,False,,,,,,
ct_321,Distributor,cuad,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_321.PDF,True,CUAD_v1/full_contract_txt/ct_321.txt,True,True,,False,False,,,,,,
ct_322,Distributor,cuad,AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_322.PDF,True,CUAD_v1/full_contract_txt/ct_322.txt,True,True,,False,False,,,,,,
ct_323,Distributor,cuad,BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_323.PDF,True,CUAD_v1/full_contract_txt/ct_323.txt,True,True,,False,False,,,,,,
ct_324,Distributor,cuad,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_324.PDF,True,CUAD_v1/full_contract_txt/ct_324.txt,True,True,,False,False,,,,,,
ct_325,Distributor,cuad,"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_325.PDF,True,CUAD_v1/full_contract_txt/ct_325.txt,True,True,,False,False,,,,,,
ct_326,Distributor,cuad,EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_326.PDF,True,CUAD_v1/full_contract_txt/ct_326.txt,True,True,,False,False,,,,,,
ct_327,Distributor,cuad,HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_327.PDF,True,CUAD_v1/full_contract_txt/ct_327.txt,True,True,,False,False,,,,,,
